Tên vật phẩm,Bản đồ,Hình ảnh,Tốc độ di chuyển,Máu,Tỉ lệ chí mạng,Sát thương phép,Năng lượng,Giáp,Kháng phép,Sát thương vật lý,Tốc độ đánh,Hút máu,Hồi máu,Tỉ lệ tốc độ di chuyển,Giá nâng cấp,Giá mua,Giá bán,Giá trị chỉ số,Hiệu quả
Giáp Lính Siêu Cấp,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1511.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Hào Quang Lính Siêu Cấp,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1512.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Hào Quang Lính Siêu Cấp,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1512.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Hào Quang Lính Siêu Cấp,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1512.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Khiên Trụ,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1515.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Khiên Trụ,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1515.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Khiên Trụ,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1515.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Phần Thưởng Công Trình,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1516.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Phần Thưởng Công Trình,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1516.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Phần Thưởng Công Trình,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1516.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Phần Thưởng Công Trình,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1517.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Phần Thưởng Công Trình,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1517.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Phần Thưởng Công Trình,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1517.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Phần Thưởng Công Trình,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1518.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Phần Thưởng Công Trình,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1518.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Phần Thưởng Công Trình,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1518.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Phần Thưởng Công Trình,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1519.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Phần Thưởng Công Trình,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1519.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Phần Thưởng Công Trình,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1519.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Quá Tải,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1520.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Quá Tải,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1520.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Quá Tải,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1520.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Kiên Cố,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1521.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Kiên Cố,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1521.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Kiên Cố,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1521.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Trụ Cường Hóa,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1522.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Trụ Cường Hóa,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1522.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Trụ Cường Hóa,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/1522.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Bình Máu,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2003.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,50,20,0.0,0.0
Bình Máu,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2003.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,50,20,0.0,0.0
Bình Máu,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2003.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,50,20,0.0,0.0
Bánh Quy,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2010.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,50,5,0.0,0.0
Bánh Quy,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2010.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,50,5,0.0,0.0
Bánh Quy,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2010.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,50,5,0.0,0.0
Mảnh Vỡ Kircheis,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2015.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,350,700,490,300.0,0.42857142857142855
Mảnh Vỡ Kircheis,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2015.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,350,700,490,300.0,0.42857142857142855
Mảnh Vỡ Kircheis,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2015.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,350,700,490,300.0,0.42857142857142855
Ấn Thép,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2019.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,225,1100,770,600.0,0.5454545454545454
Ấn Thép,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2019.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,225,1100,770,600.0,0.5454545454545454
Ấn Thép,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2019.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,225,1100,770,600.0,0.5454545454545454
Thuốc Tái Sử Dụng,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2031.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,150,60,0.0,0.0
Thuốc Tái Sử Dụng,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2031.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,150,60,0.0,0.0
Thuốc Tái Sử Dụng,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2031.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,150,60,0.0,0.0
Bình Thuốc Biến Dị,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2033.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,500,200,0.0,0.0
Bình Thuốc Biến Dị,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2033.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,500,200,0.0,0.0
Tù Và Vệ Quân,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2051.png,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,950,950,665,1190.0,1.2526315789473683
Bánh Quy Poro,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2052.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Bánh Quy Poro,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2052.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Bánh Quy Poro,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2052.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Mắt Kiểm Soát,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2055.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,75,30,0.0,0.0
Vương Miện Shurelya,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2065.png,0.0,200.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550,2300,1610,670.0,0.29130434782608694
Vương Miện Shurelya,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2065.png,0.0,200.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550,2300,1610,670.0,0.29130434782608694
Vương Miện Shurelya,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2065.png,0.0,200.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550,2300,1610,670.0,0.29130434782608694
Dược Phẩm Cứng Cáp,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2138.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,500,200,0.0,0.0
Dược Phẩm Cứng Cáp,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2138.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,500,200,0.0,0.0
Dược Phẩm Cứng Cáp,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2138.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,500,200,0.0,0.0
Dược Phẩm Thuật Pháp,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2139.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,500,200,0.0,0.0
Dược Phẩm Thuật Pháp,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2139.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,500,200,0.0,0.0
Dược Phẩm Thuật Pháp,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2139.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,500,200,0.0,0.0
Dược Phẩm Phẫn Nộ,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2140.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,500,200,0.0,0.0
Dược Phẩm Phẫn Nộ,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2140.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,500,200,0.0,0.0
Dược Phẩm Phẫn Nộ,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2140.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,500,200,0.0,0.0
Máy Dọn Lính,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2403.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Máy Dọn Lính,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2403.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Máy Dọn Lính,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2403.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Đồng Hồ Ngưng Đọng Khởi Đầu,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2419.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Đồng Hồ Ngưng Đọng Khởi Đầu,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2419.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Đồng Hồ Ngưng Đọng Khởi Đầu,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2419.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
Đồng Hồ Ngưng Đọng,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2420.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750,750,300,0.0,0.0
Đồng Hồ Ngưng Đọng,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2420.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750,750,300,0.0,0.0
Đồng Hồ Ngưng Đọng,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2420.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750,750,300,0.0,0.0
Đồng Hồ Vụn Vỡ,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2421.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750,750,300,0.0,0.0
Đồng Hồ Vụn Vỡ,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2421.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750,750,300,0.0,0.0
Đồng Hồ Vụn Vỡ,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2421.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750,750,300,0.0,0.0
Giày Xịn,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2422.png,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,300,90,217.39130434782606,0.7246376811594202
Giày Xịn,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2422.png,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,300,90,217.39130434782606,0.7246376811594202
Giày Xịn,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2422.png,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,300,90,217.39130434782606,0.7246376811594202
Đồng Hồ Ngưng Đọng Hoàn Hảo,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2423.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750,750,300,0.0,0.0
Đồng Hồ Ngưng Đọng Hoàn Hảo,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2423.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750,750,300,0.0,0.0
Đồng Hồ Ngưng Đọng Hoàn Hảo,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2423.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750,750,300,0.0,0.0
Đồng Hồ Vụn Vỡ,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2424.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750,750,300,0.0,0.0
Đồng Hồ Vụn Vỡ,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2424.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750,750,300,0.0,0.0
Đồng Hồ Vụn Vỡ,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/2424.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750,750,300,0.0,0.0
Giáp Vai Nguyệt Thần,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3001.png,0.0,200.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,800,2300,1610,1460.0,0.6347826086956522
Giáp Vai Nguyệt Thần,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3001.png,0.0,200.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,800,2300,1610,1460.0,0.6347826086956522
Giáp Vai Nguyệt Thần,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3001.png,0.0,200.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,800,2300,1610,1460.0,0.6347826086956522
Quyền Trượng Thiên Thần,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3003.png,0.0,200.0,0.0,70.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550,3000,2100,1720.0,0.5733333333333334
Quyền Trượng Thiên Thần,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3003.png,0.0,200.0,0.0,70.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550,3000,2100,1720.0,0.5733333333333334
Quyền Trượng Thiên Thần,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3003.png,0.0,200.0,0.0,70.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550,3000,2100,1720.0,0.5733333333333334
Kiếm Manamune,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3004.png,0.0,0.0,0.0,0.0,500.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1050,2900,2030,1400.0,0.4827586206896552
Kiếm Manamune,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3004.png,0.0,0.0,0.0,0.0,500.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1050,2900,2030,1400.0,0.4827586206896552
Kiếm Manamune,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3004.png,0.0,0.0,0.0,0.0,500.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1050,2900,2030,1400.0,0.4827586206896552
Giày Cuồng Nộ,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3006.png,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,500,1100,770,1266.304347826087,1.1511857707509883
Giày Cuồng Nộ,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3006.png,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,500,1100,770,1266.304347826087,1.1511857707509883
Giày Cuồng Nộ,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3006.png,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,500,1100,770,1266.304347826087,1.1511857707509883
Giày Bạc,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3009.png,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,900,630,521.7391304347826,0.5797101449275363
Giày Bạc,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3009.png,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,900,630,521.7391304347826,0.5797101449275363
Giày Bạc,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3009.png,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,900,630,521.7391304347826,0.5797101449275363
Bình Thải Hóa Dược,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3011.png,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,2100,1470,350.0,0.16666666666666666
Bình Thải Hóa Dược,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3011.png,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,2100,1470,350.0,0.16666666666666666
Bình Thải Hóa Dược,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3011.png,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,2100,1470,350.0,0.16666666666666666
Chén Thánh,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3012.png,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,950,665,320.0,0.3368421052631579
Chén Thánh,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3012.png,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,950,665,320.0,0.3368421052631579
Chén Thánh,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3012.png,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,950,665,320.0,0.3368421052631579
Giày Pháp Sư,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3020.png,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800,1100,770,391.30434782608694,0.3557312252964427
Giày Pháp Sư,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3020.png,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800,1100,770,391.30434782608694,0.3557312252964427
Giày Pháp Sư,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3020.png,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800,1100,770,391.30434782608694,0.3557312252964427
Dây Chuyền Sinh Mệnh,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3023.png,0.0,150.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,350,1050,735,740.0,0.7047619047619048
Dây Chuyền Sinh Mệnh,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3023.png,0.0,150.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,350,1050,735,740.0,0.7047619047619048
Dây Chuyền Sinh Mệnh,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3023.png,0.0,150.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,350,1050,735,740.0,0.7047619047619048
